Day,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
2021-04-14,0.8728954292864239,0.7463228618122391,0.7825129084639384,0.47882095852001155,0.3851577282273242
2021-04-15,0.879710558274758,0.759033956782277,0.7934007188600412,0.4600516878373928,0.4077328551516697
2021-04-16,0.8859943694108121,0.7699291810423099,0.8026190954040395,0.4463813524651506,0.425455907516044
2021-04-17,0.8896652927538364,0.781005992373343,0.8163759601525296,0.40150872606444016,0.45237453092412583
2021-04-18,0.8954315865013065,0.79335391320138,0.831284551807185,0.3606174601115579,0.4766414107296555
2021-04-19,0.9035025576859381,0.8046123116034138,0.8449798390775238,0.33509284851871435,0.48923243916711723
2021-04-20,0.9097104662716666,0.8162338841474488,0.8569121859548614,0.30917908139337635,0.5091527751679816
2021-04-21,0.9170914142715194,0.8265843471944798,0.8678022769983031,0.29298422423341347,0.5206088705159999
2021-04-22,0.9219146763331247,0.8347557653895044,0.8764550530022441,0.27560194378199304,0.5329065519750156
2021-04-23,0.9257719059360394,0.8420192482295261,0.8836276888832126,0.26055459652553953,0.545202206608363
2021-04-24,0.9286677032348287,0.8509170147085527,0.8912450509952745,0.23930071744314835,0.5662581018364508
2021-04-25,0.9326491370110035,0.860359542400581,0.8993755587585981,0.2204815550255944,0.5854960233594406
2021-04-26,0.9381371214072793,0.8685309605956055,0.9057385648342424,0.21600127722841433,0.595272896739786
2021-04-27,0.9423117616751921,0.8770655529326312,0.9150550092138152,0.192881447259447,0.6105843392500709
2021-04-28,0.946704909284952,0.8856001452696567,0.9218125672790964,0.18190526557370507,0.6250910151390654
2021-04-29,0.9502746292275419,0.8941347376066824,0.9280432958090825,0.1696618338206093,0.6422575228077134
2021-04-30,0.9538535494792624,0.9004902850917014,0.9316832089620317,0.1689134577965814,0.651929378791877
2021-05-01,0.9554728038862106,0.9068458325767206,0.9374007918407561,0.15057325603440536,0.6680805133307253
2021-05-02,0.9573680675670702,0.9115670964227347,0.9454035833530989,0.12352195735254497,0.6777485177194027
2021-05-03,0.9602937658705333,0.91665153441075,0.9515590505208997,0.10900346248640451,0.6851856025612726
2021-05-04,0.9638128841129061,0.9220991465407662,0.9588776478315604,0.09195046748555634,0.691844307490447
2021-05-05,0.9666189783976742,0.9280915198837842,0.963660165301319,0.08287017172735164,0.7026803496527219
2021-05-06,0.9689351562212489,0.9328127837297984,0.9674848108887226,0.07592524222437311,0.7108411130646779
2021-05-07,0.9705498104736319,0.9388051570728164,0.9703561458884489,0.07003801750202061,0.7255834401306203
2021-05-08,0.9719321569204724,0.9440711821318322,0.9743039464321552,0.058473113344043426,0.7386373260072796
2021-05-09,0.9719321569204724,0.9440711821318322,0.9797455709828677,0.03466477743297046,0.7386373260072796
2021-05-10,0.9759917933242557,0.9529689486108588,0.983884945903045,0.03367692108125368,0.7548753107247199
2021-05-11,0.9779583594008758,0.9576902124568731,0.9882409823204219,0.022890327988265464,0.7640862628583163
2021-05-12,0.9779583594008758,0.9576902124568731,0.9917805469904577,0.007403933464382291,0.7640862628583163
2021-05-13,0.9800307290324954,0.9671327401489014,0.9953292342498494,0.00034924214454633284,0.7886790539888091
2021-05-14,0.9800307290324954,0.9671327401489014,0.9954090569067124,0.0,0.7886790539888091
2021-05-15,0.9800307290324954,0.9671327401489014,0.9954090569067124,0.0,0.7886790539888091
2021-05-16,0.9832508372281308,0.9773016161249319,0.9954090569067124,0.013410898350579244,0.8117698556197128
2021-05-17,0.9857901225481176,0.9803885963319412,0.9954090569067124,0.024257361525489685,0.8135118920463764
2021-05-18,0.988490413277886,0.9838387506809516,0.9954090569067124,0.035782352295518724,0.8159145966678611
2021-05-19,0.988490413277886,0.9838387506809516,0.9954090569067124,0.035782352295518724,0.8159145966678611
2021-05-20,0.988490413277886,0.9838387506809516,0.9954090569067124,0.035782352295518724,0.8159145966678611
2021-05-21,0.988490413277886,0.9838387506809516,0.9954090569067124,0.035782352295518724,0.8159145966678611
2021-05-22,0.988490413277886,0.9838387506809516,0.9954090569067124,0.035782352295518724,0.8159145966678611
2021-05-23,0.988490413277886,0.9838387506809516,0.9957808024229597,0.034155881736631505,0.8159145966678611
2021-05-24,1.0,1.0,0.9980751336459341,0.07316124010896355,0.8308694022045797
2021-05-25,1.0,1.0,1.0,0.06473951525190337,0.8308694022045797
